Document,Dominant_Topic,Perc_Contribution,Topic_Keywords,Reviews_cleaned
126,1,0.850099981,"process, loan, read, closing, made, team, experience, time, great, questions","['little', 'skeptical', 'using', 'broker', 'familiar', 'withnot', 'referred', 'anyone', 'know', 'reading', 'yelp', 'reviews', 'alex_jocovic', 'decided', 'gove', 'pacific_beneficial', 'try', 'pleased', 'satisfied', 'entire_process', 'alex_jocovic', 'patient', 'always', 'promptly', 'returned', 'calls', 'amd', 'emails', 'felt', 'comfortable', 'assured', 'close', 'time', 'even', 'realtor', 'commented', 'easy', 'work', 'alex', 'definitely_recommend', 'using', 'alex', 'read']"
127,0,0.973999977,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['whole_process', 'alex', 'attentive', 'every', 'detail', 'always', 'kept', 'informed', 'available', 'times', 'whenever', 'questions', 'weve', 'many', 'business', 'dealings', 'services', 'provided', 'experience', 'alex', 'one', 'outsdanding', 'ones', 'weve', 'ever', 'without', 'hesitation', 'recommend', 'services', 'thank']"
128,1,0.927900016,"process, loan, read, closing, made, team, experience, time, great, questions","['everything', 'worked', 'great', 'smooth', 'process', 'pleased', 'alex', 'incredible', 'job', 'thank']"
129,3,0.573099971,"process, time, read, loan, home, great, always, company, questions, nasb","['put', 'offer', 'home', 'realtor', 'susan', 'lyon', 'napa', 'familiar', 'either', 'pacific_beneficial', 'alex_jocovic', 'asked', 'sure', 'using', 'mortgage_company', 'southern', 'north', 'selling', 'realtor', 'tried', 'pushing', 'local', 'lenderafter', 'initial', 'conversations', 'alex', 'knew', 'broker', 'wanted', 'work', 'wife', 'agreed', 'refused', 'switch', 'local', 'lender', 'happy', 'alex', 'went', 'beyond', 'get', 'things', 'done', 'available', 'way', 'normal', 'business', 'hours', 'morning', 'night', 'well', 'including', 'weekends', 'purchase', 'progressed', 'susans', 'caution', 'changed', 'admiration', 'complimented', 'alex', 'pacific_beneficial', 'several', 'occasions', 'professionalism', 'responsiveness', 'commented', 'easy', 'making', 'things', 'loan', 'side', 'end', 'position', 'close', 'full', 'week', 'early', 'due', 'hard', 'work', 'alex', 'team', 'put', 'inwhen', 'came', 'closing', 'sitting', 'sign', 'necessary', 'paperwork', 'escrow', 'officer', 'commented', 'great', 'rate', 'must', 'friend', 'mortgage_company', 'well', 'didnt', 'like', 'realtor', 'heard', 'alex', 'pacific_beneficial', 'loan', 'search', 'however', 'feel', 'friend', 'mortgage_company', 'thank', 'much', 'alex', 'company', 'made', 'daunting', 'task', 'seem', 'easy', 'everything_went', 'without', 'glitch', 'start_finish', 'certainly', 'recommending', 'friends', 'realtor', 'look', 'forward', 'using', 'company', 'future', 'refinancing', 'home', 'purchases', 'future', 'read']"
130,3,0.57160002,"process, time, read, loan, home, great, always, company, questions, nasb","['put', 'offer', 'home', 'realtor', 'susan', 'lyon', 'napa', 'familiar', 'either', 'pacific_beneficial', 'alex_jocovic', 'asked', 'sure', 'using', 'mortgage_company', 'southern', 'north', 'selling', 'realtor', 'tried', 'pushing', 'local', 'lenderafter', 'initial', 'conversations', 'alex', 'knew', 'broker', 'wanted', 'work', 'wife', 'agreed', 'refused', 'switch', 'local', 'lender', 'happy', 'alex', 'went', 'beyond', 'get', 'things', 'done', 'available', 'way', 'normal', 'business', 'hours', 'morning', 'night', 'well', 'including', 'weekends', 'purchase', 'progressed', 'susans', 'caution', 'changed', 'admiration', 'complimented', 'alex', 'pacific_beneficial', 'several', 'occasions', 'professionalism', 'responsiveness', 'commented', 'easy', 'making', 'things', 'loan', 'side', 'end', 'position', 'close', 'full', 'week', 'early', 'due', 'hard', 'work', 'alex', 'team', 'put', 'inwhen', 'came', 'closing', 'sitting', 'sign', 'necessary', 'paperwork', 'escrow', 'officer', 'commented', 'great', 'rate', 'must', 'friend', 'mortgage_company', 'well', 'didnt', 'like', 'realtor', 'heard', 'alex', 'pacific_beneficial', 'loan', 'search', 'however', 'feel', 'friend', 'mortgage_company', 'thank', 'much', 'alex', 'company', 'made', 'daunting', 'task', 'seem', 'easy', 'everything_went', 'without', 'glitch', 'start_finish', 'certainly', 'recommending', 'friends', 'realtor', 'look', 'forward', 'using', 'company', 'future', 'refinancing', 'home', 'purchases', 'future', 'read']"
131,1,0.921000004,"process, loan, read, closing, made, team, experience, time, great, questions","['june', 'extremely', 'attentive', 'responsive', 'throughout', 'process', 'addition', 'courteous', 'pleasure_work']"
132,1,0.885399997,"process, loan, read, closing, made, team, experience, time, great, questions","['jason', 'straightforward', 'extremely', 'attentive', 'throughout', 'process']"
133,0,0.890299976,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['jason', 'bean', 'june', 'lee', 'honest', 'responsive']"
134,1,0.978100002,"process, loan, read, closing, made, team, experience, time, great, questions","['pleasure_working', 'alex', 'unfortunate', 'two', 'failed', 'escrows', 'due', 'conditions', 'houses', 'contract', 'alex', 'patient', 'helped', 'three', 'escrows', 'finally', 'closed', 'house', 'looking', 'loan_officer', 'responsive', 'personable', 'alex', 'follow', 'consistently', 'make_sure', 'close', 'time', 'overall', 'excellent', 'experience_working', 'alex', 'pacific_beneficial', 'mortgage', 'read']"
135,1,0.977999985,"process, loan, read, closing, made, team, experience, time, great, questions","['pleasure_working', 'alex_jocovic', 'unfortunate', 'two', 'failed', 'escrows', 'due', 'conditions', 'houses', 'contract', 'alex', 'patient', 'helped', 'three', 'escrows', 'finally', 'closed', 'house', 'looking', 'loan_officer', 'responsive', 'personable', 'alex', 'follow', 'consistently', 'make_sure', 'close', 'time', 'overall', 'excellent', 'experience_working', 'alex', 'pacific_beneficial', 'mortgage', 'read']"
136,3,0.84009999,"process, time, read, loan, home, great, always, company, questions, nasb","['great', 'first_time', 'home', 'buyers']"
137,3,0.980700016,"process, time, read, loan, home, great, always, company, questions, nasb","['kirk', 'accommodating', 'sisters', 'first_home', 'purchase', 'able', 'close', 'escrow', 'time', 'leasing', 'contract', 'previous', 'apartment', 'every', 'questions', 'mostly', 'answered', 'satisfaction', 'even', 'though', 'becomes', 'repetitive', 'times', 'family', 'great', 'experience_working', 'kirk', 'highly_recommend', 'first_time', 'home', 'buyers', 'much', 'smoother', 'faster', 'process', 'also', 'provides', 'great', 'customer_service', 'read']"
138,2,0.921800017,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['writing', 'review', 'share', 'ended', 'unpleasant', 'experience', 'kirk', 'gay', 'pacific_beneficial', 'mortgage', 'potential', 'customers', 'first_time', 'homebuyer', 'originally', 'going', 'local', 'mortgage_broker', 'loan', 'wanted', 'shop', 'around', 'potential', 'better', 'rate', 'used', 'lendingtree', 'kirk', 'contacted', 'original', 'lender', 'offered', 'pay', 'home', 'appraisal', 'writing', 'wanting', 'compete', 'kirk', 'said', 'pay', 'appraisal', 'stated', 'writing', 'asked', 'letter', 'lender', 'provided', 'could', 'get', 'permission', 'pacific_beneficial', 'pay', 'appraisal', 'kirk', 'confirmed', 'paying', 'appraisal', 'happy', 'kirk', 'accommodate', 'customer', 'however', 'closed', 'home', 'cost', 'appraisal', 'final', 'buyers', 'statement', 'kirk', 'said', 'paying', 'appraisal', 'thought', 'reimbursed', 'reached', 'kirk', 'via_email', 'close', 'got', 'response', 'paid', 'appraisal', 'upfront', 'get', 'reimbursed', 'reached', 'kirk', 'two', 'times', 'via_email', 'response', 'called', 'office', 'spoke', 'kirks', 'boss', 'admin', 'instructed', 'reach', 'kirks', 'boss', 'adam_carrion', 'received', 'email', 'response', 'kirk', 'stating', 'lender', 'credit', 'received', 'less', 'appraisal', 'receive', 'cover', 'cost', 'despite', 'fact', 'entering', 'loan', 'kirk', 'told', 'pacific_beneficial', 'paying', 'appraisal', 'receiving', 'lender', 'credit', 'kirk', 'asked', 'call', 'left', 'voicemail', 'never', 'called', 'back', 'called', 'kirk', 'leaving', 'voicemail', 'response', 'began', 'reaching', 'boss', 'adam_carrion', 'via_email', 'continue', 'explain', 'situation', 'receive', 'email', 'kirk', 'asking', 'call', 'left', 'voicemail', 'received', 'response', 'called', 'adam', 'spoke', 'phone', 'receive', 'call', 'kirk', 'offering', 'nominal', 'amount', 'money', 'stated', 'wanted', 'reimbursed', 'entire', 'appraisal', 'amount', 'said', 'back', 'powers', 'see', 'could', 'never_heard', 'reached', 'kirk', 'adam', 'via_email', 'check', 'status', 'response', 'next', 'day', 'reached', 'voicing', 'displeasure', 'going', 'take', 'action', 'via', 'reviews', 'received', 'email', 'kirk', 'accusing', 'extorting', 'want', 'potential', 'customers', 'know', 'occurred', 'misled', 'treated', 'terribly', 'customer', 'kirk', 'paid', 'commission', 'extremely', 'disappointing', 'brokerage', 'lengths', 'fact', 'promised', 'customer', 'read']"
139,0,0.960600019,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['worked', 'jason', 'june', 'couldnt', 'easier', 'process', 'completely', 'happy', 'experience', 'process', 'depends', 'fast', 'respond', 'requests', 'refinance', 'completed', 'funded', 'within', 'month']"
140,1,0.617900014,"process, loan, read, closing, made, team, experience, time, great, questions","['worked', 'jason', 'june', 'couldnt', 'easier', 'process', 'completely', 'happy', 'experience', 'process', 'depends', 'fast', 'respond', 'requests', 'refinance', 'completed', 'funded', 'within', 'month', 'june', 'helpful', 'accountant', 'lots', 'questions', 'patient', 'ask', 'different', 'terms', 'loan', 'amounts', 'quick', 'give', 'updated', 'rates', 'definitely', 'amazing', 'customer_service', 'skills', 'knowledge', 'highly_recommend', 'read']"
141,2,0.981700003,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['everything', 'said', 'loan_officer', 'holds', 'true', 'company', 'works', 'support', 'staff', 'specifically', 'summer', 'anderson', 'thorough', 'efficient', 'rowel', 'accommodating', 'informative', 'day', 'age', 'business', 'without', 'ever', 'meeting', 'people', 'helping', 'expert', 'sizing', 'people', 'product', 'conversations', 'could', 'fortunate', 'enough', 'find', 'pacific', 'mortgage', 'honestly', 'met', 'exceeded', 'competitors', 'expectations', 'read']"
142,2,0.981100023,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['absolutely', 'best', 'experience', 'ever', 'dealing', 'loan_officer', 'loan', 'related', 'endeavor', 'matter', 'rowel', 'friendly', 'knowledgeable', 'patient', 'extraordinarily', 'helpful', 'choosing', 'right', 'loan', 'got', 'precisely', 'promised', 'record', 'time', 'rowel', 'available', 'eager', 'answer', 'questions', 'every_step', 'way', 'recommend', 'anyone', 'everyone', 'call', 'need', 'anything', 'related', 'loan', 'future', 'read']"
143,2,0.911499977,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['provided', 'timely', 'friendly', 'service', 'bring', 'loan', 'close', 'quickly']"
144,1,0.740700006,"process, loan, read, closing, made, team, experience, time, great, questions","['friendly', 'efficient']"
145,1,0.866599977,"process, loan, read, closing, made, team, experience, time, great, questions","['quick', 'professional', 'friendly', 'cost', 'effective']"
146,2,0.958800018,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['pleasure_work', 'pacific_beneficial', 'refinance', 'worked', 'rowel', 'enriquez', 'incredibly', 'responsive', 'time', 'questions', 'encountered', 'issuesi', 'definitely_recommend', 'pacific_beneficial', 'gladly', 'call', 'services', 'future']"
147,2,0.947899997,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['pleasure_work', 'rowel', 'refinance', 'incredibly', 'responsive', 'time', 'questions', 'encountered', 'issuesi', 'definitely_recommend', 'gladly', 'ask', 'services', 'future']"
148,3,0.872200012,"process, time, read, loan, home, great, always, company, questions, nasb","['slight', 'difficulty', 'online', 'documents', 'signing']"
149,2,0.863600016,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['accommodating', 'easy', 'work', 'good', 'products']"
150,1,0.943499982,"process, loan, read, closing, made, team, experience, time, great, questions","['loan_officer', 'really', 'big', 'help', 'patient', 'helped', 'save', 'money', 'closing_cost', 'thanks', 'definitely', 'refer', 'friend']"
151,1,0.670799971,"process, loan, read, closing, made, team, experience, time, great, questions","['first_time', 'refinanced', 'home', 'kirk', 'knowledgeable', 'made', 'easy', 'throughout', 'process', 'great', 'rate', 'service', 'thank']"
152,2,0.934800029,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['contact', 'maurice', 'professional', 'courteous', 'discussions', 'explained', 'details', 'worked', 'meet', 'timelines', 'excellent']"
153,1,0.962700009,"process, loan, read, closing, made, team, experience, time, great, questions","['overall', 'fine', 'job', 'cost', 'received', 'prevailing', 'rate', 'minor', 'paperwork', 'mistakes', 'required', 'repeated', 'forms', 'signed', 'nothing', 'worth', 'worrying', 'peter', 'good', 'job']"
154,1,0.852500021,"process, loan, read, closing, made, team, experience, time, great, questions","['probably', 'challenging', 'refinance', 'alex', 'zelada', 'worked', 'thisbut', 'despite', 'numerous', 'assurances', 'getting', 'close', 'finish', 'line', 'took', 'months', 'day', 'rate', 'lock', 'extendedmost', 'problem', 'seemed', 'quicken', 'requests', 'documents', 'piecemeal', 'new', 'request', 'caused', 'delay', 'likely', 'due', 'quicken', 'put', 'everything', 'holding', 'pattern', 'apparently', 'without', 'brokers', 'knowledge', 'discovered', 'following', 'see', 'delay', 'also', 'instances', 'staff', 'fully', 'reading', 'thru', 'correspondence', 'making', 'assumptions', 'werent', 'entirely', 'accurate', 'could', 'significant', 'borrowerif', 'local', 'broker', 'comparable', 'rate', 'read']"
155,2,0.920099974,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['writing', 'review', 'share', 'ended', 'unpleasant', 'experience', 'kirk', 'gay', 'pacific_beneficial', 'mortgage', 'potential', 'customers', 'first_time', 'homebuyer', 'originally', 'going', 'local', 'mortgage_broker', 'loan', 'wanted', 'shop', 'around', 'potential', 'better', 'rate', 'used', 'lendingtree', 'kirk', 'contacted', 'original', 'lender', 'offered', 'pay', 'home', 'appraisal', 'writing', 'wanting', 'compete', 'kirk', 'said', 'pay', 'appraisal', 'stated', 'writing', 'asked', 'letter', 'lender', 'provided', 'could', 'get', 'permission', 'pacific_beneficial', 'pay', 'appraisal', 'kirk', 'confirmed', 'paying', 'appraisal', 'happy', 'kirk', 'accommodate', 'customer', 'however', 'closed', 'home', 'cost', 'appraisal', 'final', 'buyers', 'statement', 'kirk', 'said', 'paying', 'appraisal', 'thought', 'reimbursed', 'reached', 'kirk', 'via_email', 'close', 'got', 'response', 'paid', 'appraisal', 'upfront', 'get', 'reimbursed', 'reached', 'kirk', 'two', 'times', 'via_email', 'response', 'called', 'office', 'spoke', 'kirks', 'boss', 'admin', 'instructed', 'reach', 'kirks', 'boss', 'adam_carrion', 'received', 'email', 'response', 'kirk', 'stating', 'lender', 'credit', 'received', 'less', 'appraisal', 'receive', 'cover', 'cost', 'despite', 'fact', 'entering', 'loan', 'kirk', 'told', 'pacific_beneficial', 'paying', 'appraisal', 'receiving', 'lender', 'credit', 'kirk', 'asked', 'call', 'left', 'voicemail', 'never', 'called', 'back', 'called', 'kirk', 'leaving', 'voicemail', 'response', 'began', 'reaching', 'boss', 'adam_carrion', 'via_email', 'continue', 'explain', 'situation', 'receive', 'email', 'kirk', 'asking', 'call', 'left', 'voicemail', 'received', 'response', 'called', 'adam', 'spoke', 'phone', 'receive', 'call', 'kirk', 'offering', 'nominal', 'amount', 'money', 'stated', 'wanted', 'reimbursed', 'entire', 'appraisal', 'amount', 'said', 'back', 'powers', 'see', 'could', 'never_heard', 'reached', 'kirk', 'adam', 'via_email', 'check', 'status', 'response', 'next', 'day', 'reached', 'voicing', 'displeasure', 'going', 'take', 'action', 'via', 'reviews', 'received', 'email', 'kirk', 'accusing', 'extorting', 'want', 'potential', 'customers', 'know', 'occurred', 'misled', 'treated', 'terribly', 'customer', 'kirk', 'paid', 'commission', 'extremely', 'disappointing', 'brokerage', 'lengths', 'fact', 'promised', 'customer', 'read']"
156,1,0.685400009,"process, loan, read, closing, made, team, experience, time, great, questions","['intake', 'rep', 'nice', 'loan_officer', 'seemed', 'annoyed', 'inquiries', 'clarification', 'thats', 'bad', 'reviews', 'website', 'positive', 'customer_service', 'hope', 'somebody', 'reviews', 'phone_call', 'didnt', 'get', 'past', 'initial', 'conversation', 'fair', 'review', 'system', 'required', 'rating', 'rate', 'fees', 'responsiveness', 'required', 'pick', 'category', 'selected', 'poor', 'honestly', 'dont', 'opinion', 'matter', 'preference', 'leave', 'blank', 'read']"
157,0,0.987900019,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['applied', 'three', 'different', 'lenders', 'two', 'came_across', 'organized', 'responsive', 'caring', 'application', 'filed', 'rate', 'locked', 'sent', 'application', 'review', 'many', 'errors', 'took', 'forever', 'make', 'corrections', 'emailed', 'called', 'inquire', 'status', 'loan', 'took', 'nearly', 'week', 'get', 'reply', 'emailed', 'later', 'ask', 'appraisal', 'ordered', 'almost', 'another', 'week', 'went', 'got', 'reply', 'poor_communication', 'customers', 'even', 'though', 'applied', 'another', 'lender', 'week', 'applied', 'pacific', 'asked', 'sign', 'docs', 'lender', 'appraisal', 'even', 'ordered', 'pacific', 'frustrating', 'cannot', 'recommend', 'read']"
158,3,0.861199975,"process, time, read, loan, home, great, always, company, questions, nasb","['company', 'responded', 'lending_tree', 'application', 'picked', 'work', 'initial', 'emails', 'polite', 'professional', 'spoke', 'broker', 'adam', 'explained', 'somewhat', 'complicated', 'situation', 'advised', 'send', 'financial', 'documents', 'including', 'etc', 'folks', 'could', 'make', 'preliminary', 'decision', 'started', 'applicaiton', 'immediately', 'sent', 'highly', 'personal', 'paperwork', 'requested', 'days', 'later', 'emailed', 'saying', 'everything', 'looks', 'good', 'need', 'sure', 'never', 'emailed', 'called', 'notified', 'via', 'mental', 'telepathy', 'emailed', 'requesting', 'update', 'nothing', 'arghhh', 'waste', 'time', 'company', 'couldnt', 'help', 'biggie', 'tell', 'getting', 'update', 'folks', 'really', 'makes', 'paranoid', 'shared', 'financial', 'info', 'note', 'lending_tree', 'drop', 'company', 'note', 'applicants', 'plenty', 'good', 'companies', 'steer_clear', 'one', 'read']"
159,0,0.971599996,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['worked', 'kory', 'carla', 'nasb', 'superb', 'team', 'provided', 'excellent', 'responsive', 'knowledgeable', 'service', 'throughout', 'entire_process', 'complicated', 'process', 'refinance', 'loan', 'hung', 'entire', 'time', 'great', 'experience_working', 'highly_recommend', 'future', 'mortgage', 'needs', 'read']"
160,2,0.976199985,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['kory', 'far', 'best', 'loan_officer', 'ever', 'worked', 'dealing', 'complicated', 'refinance', 'purchase', 'two', 'different', 'properties', 'cool', 'calm', 'professional', 'extremely', 'knowledgeable', 'throughout', 'entire_process', 'wouldnt', 'anyone_else', 'moving', 'forward', 'level', 'integrity', 'responsiveness', 'second_none', 'thanks', 'everything', 'kory', 'read']"
161,2,0.991100013,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['expert', 'loan_officer', 'well', 'versed', 'financial', 'impacts', 'loan', 'component', 'changes', 'best', 'worked', 'across', 'home', 'buyingselling', 'deals', 'advocated', 'real', 'estate', 'broker', 'state', 'due', 'ability', 'close', 'complicated', 'high', 'pressure', 'deals', 'places', 'top', 'list', 'years', 'business', 'professionally', 'patiently', 'answers', 'detailed', 'questions', 'rally', 'expanded', 'nasb_team', 'also', 'stellar', 'support', 'needs', 'handled', 'complicated', 'loan', 'seemed', 'change', 'every', 'week', 'tried', 'buy', 'antebellum_home', 'tough', 'comps', 'retirement', 'military', 'tough', 'income', 'verification', 'five', 'families', 'swapping', 'homes', 'tons', 'contingencies', 'everything', 'along', 'way', 'mattered', 'aaron', 'nasb_team', 'got_done', 'even', 'weekends', 'closed_time', 'best', 'interest_rate', 'market', 'added', 'origination', 'fees', 'look', 'pass', 'opportunity', 'work', 'read']"
162,3,0.980599999,"process, time, read, loan, home, great, always, company, questions, nasb","['nasb_team', 'went', 'beyond', 'family', 'closed', 'important', 'home', 'loan', 'time', 'despite', 'many', 'changes', 'military', 'retirement', 'challenging', 'antebellum_home', 'required', 'entire', 'nasb_team', 'pull', 'stops', 'know', 'rules', 'regulations', 'guide', 'tough', 'process', 'truly', 'believe', 'closed_time', 'different', 'team', 'recommend', 'nasb', 'home', 'loansespecially', 'complicate', 'loans', 'read']"
163,3,0.973800004,"process, time, read, loan, home, great, always, company, questions, nasb","['dallas_goodlet', 'entire', 'team', 'deserving', 'special', 'thank', 'professional', 'come', 'closed', 'loan', 'days', 'another', 'competitor', 'originally', 'called', 'saving', 'thousands', 'current', 'lender', 'real', 'pleasure', 'getting', 'work', 'institution', 'class', 'act', 'like', 'dallas', 'great_job']"
164,3,0.987800002,"process, time, read, loan, home, great, always, company, questions, nasb","['comments', 'begin', 'wife', 'point', 'signing', 'completion', 'leader', 'online', 'home', 'mortgage', 'service', 'satisfied', 'origination', 'cost', 'applied', 'lending_tree', 'competitive', 'bids', 'several', 'lender', 'matched', 'slightly', 'beat', 'nasb', 'none', 'convincing', 'closing', 'time', 'chose', 'nasb', 'dallas_goodlet', 'believability', 'closing', 'sales', 'loan', 'service', 'application', 'process', 'competitive', 'assuring', 'professional', 'timely', 'supportive', 'truthful', 'dallas_goodlet', 'brent', 'custer', 'whole', 'nasb_team', 'delivered', 'mortgage', 'time', 'price', 'promised', 'completely', 'satisfied', 'appreciative', 'staff', 'product', 'service', 'company', 'kudos', 'read']"
165,3,0.979600012,"process, time, read, loan, home, great, always, company, questions, nasb","['working', 'jon', 'amazing', 'experience', 'start', 'offered', 'answers', 'questions', 'since', 'first_home', 'purchase', 'jon', 'always', 'phone_call', 'away', 'ready', 'help', 'needed', 'made', 'stringent', 'home_buying', 'process', 'easy', 'possible', 'definitely_recommend', 'potential', 'buyers', 'work', 'jon', 'know', 'calling', 'ever', 'decide', 'buy', 'another', 'housethanks', 'jon', 'read']"
166,3,0.964600027,"process, time, read, loan, home, great, always, company, questions, nasb","['nasb', 'amazing', 'work', 'preapproval', 'process', 'easy', 'informational', 'chose', 'home', 'closed', 'within', 'days', 'agreement', 'date', 'thanks', 'nasb', 'making', 'first_home', 'purchase', 'amazing', 'experience']"
167,0,0.968299985,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['jon_barrett', 'great', 'asset', 'husband', 'made', 'mortgage', 'loan', 'process', 'extremely', 'simple', 'quick', 'jon', 'knowledgeable', 'helpful', 'patient', 'accurate', 'suggest', 'anyone', 'shopping', 'mortgage', 'loan', 'give', 'jon', 'call']"
168,0,0.967100024,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['jon_barrett', 'great', 'asset', 'husband', 'made', 'mortgage', 'loan', 'process', 'extremely', 'simple', 'quick', 'jon', 'knowledgeable', 'helpful', 'patient', 'accurate', 'passing', 'jons', 'name', 'along', 'anyone_looking', 'mortgage', 'loan']"
169,3,0.980099976,"process, time, read, loan, home, great, always, company, questions, nasb","['cant', 'express', 'incredibly', 'awesome', 'experience_working', 'bryant', 'small', 'nasb', 'military', 'family', 'purchased', 'refinanced', 'many', 'homes', 'far', 'best', 'experience', 'ever', 'bryant', 'makes', 'easy', 'took', 'time', 'discuss', 'best', 'options', 'ive', 'never', 'met', 'bryant', 'cant', 'mistake', 'authenticity', 'knew', 'instantly', 'nasb', 'going', 'read']"
170,2,0.93599999,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['best', 'loan_officer', 'could', 'hoped', 'jeff', 'exceeded_expectations', 'worked_hard', 'get', 'best_rate', 'possible', 'highly_recommended']"
171,2,0.980400026,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['adam', 'great_work', 'refi', 'attention', 'detail', 'made', 'smooth', 'easy', 'transaction', 'several', 'years', 'since', 'weve', 'gone', 'thru', 'home', 'loan', 'process', 'unsure', 'start', 'talking', 'adam', 'confident', 'one', 'help', 'refi', 'professional', 'helpful', 'knowledgeable', 'loan', 'process', 'answered', 'questions', 'timely_manner', 'highly_recommend', 'adam', 'hesitate', 'work', 'read']"
172,1,0.950399995,"process, loan, read, closing, made, team, experience, time, great, questions","['great', 'website', 'knowledgeable', 'responsive', 'always', 'got', 'back', 'quickly', 'answers', 'questions', 'mortgage', 'process', 'tedious', 'made', 'easy']"
173,0,0.969699979,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['received', 'offers', 'multiple', 'banks', 'lending_tree', 'request', 'mortgage', 'alex_madewell', 'nasb', 'far', 'best', 'offer', 'made', 'entire_process', 'easy', 'knowledgeable', 'closing', 'home', 'seamless', 'surprises', 'definitely_recommend', 'alex_madewell', 'nasb', 'anyone_looking', 'mortgage']"
174,0,0.946500003,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['rob', 'helpful', 'getting', 'loan', 'closed', 'issues', 'end', 'didnt', 'know', 'still', 'able', 'get', 'done', 'time']"
175,2,0.954299986,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['peter', 'team', 'great_work', 'professional', 'prompt', 'responses', 'answered', 'questions', 'somehow', 'got', 'closing', 'time', 'despite', 'various', 'roadblocks', 'encountered']"
176,1,0.975899994,"process, loan, read, closing, made, team, experience, time, great, questions","['adam', 'came', 'highly_recommended', 'first_time', 'spoke', 'clear', 'friendly', 'professional', 'knowledgeable', 'worked_hard', 'ensure', 'taken_care', 'aspects', 'beyond', 'necessary', 'effective', 'communication', 'skills', 'brought', 'personal', 'touch', 'closed', 'sending', 'hand', 'written', 'note', 'congratulations', 'recommend', 'everyone_know', 'buying_house', 'read']"
177,1,0.98150003,"process, loan, read, closing, made, team, experience, time, great, questions","['real', 'stand', 'guy', 'beginning', 'barrett', 'alievatied', 'uncertainties', 'faced', 'buying', 'first_home', 'guidance', 'expertise', 'certainly', 'first_time', 'homebuyer', 'hope', 'beginning_end', 'stood', 'walked', 'entire_process', 'even', 'wire', 'closing', 'barrett', 'stepped', 'saved', 'thousands', 'identifying', 'errounous', 'mistake', 'contract', 'buy', 'ill', 'call', 'jon', 'thank', 'jon_barrett', 'certainly', 'enjoyed', 'working', 'read']"
178,1,0.974600017,"process, loan, read, closing, made, team, experience, time, great, questions","['pleasure_working', 'barrett', 'nasb', 'couldnt', 'please', 'beginning', 'barrett', 'guided', 'journey', 'upmost', 'courtesy', 'respect', 'even', 'closing', 'barrett', 'came', 'rescue', 'helping', 'save', 'even', 'money', 'big', 'thanks', 'barrett', 'team', 'nasb', 'buy', 'know', 'ill', 'call']"
179,2,0.98360002,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['first_time', 'homebuyer', 'walking', 'blindly', 'bryant', 'became', 'guide', 'recall', 'telling', 'dont', 'speak', 'mortgage', 'problem', 'bryant', 'kind', 'understanding', 'genuinely', 'cared', 'throughout', 'entire_process', 'online', 'application', 'day', 'became', 'homeowners', 'prompt', 'always', 'gave', 'clear', 'explanations', 'happening', 'next', 'steps', 'path', 'best_interest', 'even', 'bumps', 'road', 'smooth', 'recommend', 'bryant', 'anyone', 'seeking', 'financial', 'wisdom', 'process', 'read']"
180,2,0.929499984,"loan, read, questions, process, best, mortgage, time, work, recommend, team","['got', 'best', 'deal', 'price', 'matched', 'even', 'better', 'fortunate', 'got', 'work']"
181,1,0.953199983,"process, loan, read, closing, made, team, experience, time, great, questions","['alex', 'persistent', 'diligent', 'thorough', 'easy', 'work', 'got', 'excellent', 'rate', 'home', 'next', 'time', 'buy', 'ill', 'absoltely', 'work']"
182,0,0.972599983,"loan, read, process, mortgage, nasb, get, recommend, experience, time, great","['wife', 'purchased', 'several', 'homes', 'years', 'worked', 'number', 'different', 'mortgage', 'companies', 'experience', 'jeremy', 'brent', 'custer', 'far', 'best', 'ever', 'experienced', 'ever', 'market', 'definitely', 'back', 'recommend', 'nasb', 'anyone', 'know', 'looking', 'mortgage']"
183,3,0.934499979,"process, time, read, loan, home, great, always, company, questions, nasb","['great', 'customer_service', 'always_available', 'called', 'respectful', 'thanks', 'working', 'extra', 'hard', 'close', 'time']"
