,BankName,Reviews,Stars,Reviews_cleaned,Sentiment_Score,Sentiment_Type,Positive_words,Negative_words,five_star_rating
156,Pacific Beneficial Mortgage Co,"['the', 'intake', 'rep', 'was', 'very', 'nice', 'but', 'the', 'loan', 'officer', 'seemed', 'annoyed', 'inquiries', 'for', 'clarification', 'thats', 'too', 'bad', 'all', 'other', 'reviews', 'the', 'website', 'were', 'very', 'positive', 'customer', 'service', 'hope', 'somebody', 'reviews', 'the', 'phone', 'call', 'didnt', 'get', 'past', 'the', 'initial', 'conversation', 'fair', 'this', 'review', 'system', 'required', 'rating', 'for', 'rate', 'fees', 'responsiveness', 'was', 'required', 'pick', 'category', 'and', 'selected', 'poor', 'but', 'honestly', 'dont', 'have', 'opinion', 'the', 'matter', 'preference', 'would', 'have', 'been', 'leave', 'these', 'blank', 'read', 'more']",1,"['intake', 'rep', 'nice', 'loan_officer', 'seemed', 'annoyed', 'inquiries', 'clarification', 'thats', 'bad', 'reviews', 'website', 'positive', 'customer_service', 'hope', 'somebody', 'reviews', 'phone_call', 'didnt', 'get', 'past', 'initial', 'conversation', 'fair', 'review', 'system', 'required', 'rating', 'rate', 'fees', 'responsiveness', 'required', 'pick', 'category', 'selected', 'poor', 'honestly', 'dont', 'opinion', 'matter', 'preference', 'leave', 'blank', 'read']",0.037727272727272734,Neutral,"['nice', 'positive', 'fair', 'honestly']","['annoyed', 'bad', 'past', 'poor']",0
157,Pacific Beneficial Mortgage Co,"['applied', 'three', 'different', 'lenders', 'and', 'the', 'other', 'two', 'came', 'across', 'organized', 'responsive', 'and', 'caring', 'after', 'application', 'was', 'filed', 'and', 'the', 'rate', 'was', 'locked', 'they', 'sent', 'application', 'review', 'which', 'had', 'many', 'errors', 'and', 'then', 'took', 'them', 'over', 'forever', 'make', 'corrections', 'emailed', 'and', 'called', 'inquire', 'about', 'the', 'status', 'loan', 'and', 'took', 'nearly', 'week', 'get', 'reply', 'emailed', 'again', 'later', 'ask', 'when', 'appraisal', 'would', 'ordered', 'and', 'almost', 'another', 'week', 'went', 'before', 'got', 'reply', 'poor', 'communication', 'with', 'customers', 'even', 'though', 'applied', 'with', 'another', 'lender', 'the', 'very', 'same', 'week', 'applied', 'with', 'pacific', 'was', 'asked', 'sign', 'docs', 'with', 'that', 'other', 'lender', 'before', 'appraisal', 'was', 'even', 'ordered', 'pacific', 'very', 'frustrating', 'cannot', 'recommend', 'them', 'read', 'more']",1,"['applied', 'three', 'different', 'lenders', 'two', 'came_across', 'organized', 'responsive', 'caring', 'application', 'filed', 'rate', 'locked', 'sent', 'application', 'review', 'many', 'errors', 'took', 'forever', 'make', 'corrections', 'emailed', 'called', 'inquire', 'status', 'loan', 'took', 'nearly', 'week', 'get', 'reply', 'emailed', 'later', 'ask', 'appraisal', 'ordered', 'almost', 'another', 'week', 'went', 'got', 'reply', 'poor_communication', 'customers', 'even', 'though', 'applied', 'another', 'lender', 'week', 'applied', 'pacific', 'asked', 'sign', 'docs', 'lender', 'appraisal', 'even', 'ordered', 'pacific', 'frustrating', 'cannot', 'recommend', 'read']",0.039999999999999994,Neutral,"['many', 'nearly']",['frustrating'],0
158,Pacific Beneficial Mortgage Co,"['this', 'company', 'responded', 'lending', 'tree', 'application', 'and', 'picked', 'them', 'out', 'work', 'with', 'because', 'their', 'initial', 'emails', 'were', 'polite', 'and', 'professional', 'spoke', 'with', 'broker', 'adam', 'and', 'explained', 'somewhat', 'complicated', 'situation', 'advised', 'send', 'financial', 'documents', 'including', 'etc', 'his', 'folks', 'could', 'make', 'preliminary', 'decision', 'before', 'started', 'applicaiton', 'immediately', 'sent', 'him', 'all', 'the', 'highly', 'personal', 'paperwork', 'requested', 'few', 'days', 'later', 'emailed', 'once', 'saying', 'everything', 'looks', 'good', 'but', 'need', 'sure', 'and', 'after', 'that', 'never', 'emailed', 'called', 'notified', 'via', 'mental', 'telepathy', 'emailed', 'requesting', 'update', 'but', 'nothing', 'arghhh', 'why', 'did', 'you', 'waste', 'time', 'your', 'company', 'couldnt', 'help', 'biggie', 'just', 'tell', 'but', 'getting', 'update', 'from', 'these', 'folks', 'really', 'makes', 'paranoid', 'about', 'having', 'shared', 'all', 'financial', 'info', 'with', 'them', 'note', 'lending', 'tree', 'drop', 'this', 'company', 'note', 'applicants', 'there', 'are', 'plenty', 'good', 'companies', 'out', 'there', 'steer', 'clear', 'this', 'one', 'read', 'more']",1,"['company', 'responded', 'lending_tree', 'application', 'picked', 'work', 'initial', 'emails', 'polite', 'professional', 'spoke', 'broker', 'adam', 'explained', 'somewhat', 'complicated', 'situation', 'advised', 'send', 'financial', 'documents', 'including', 'etc', 'folks', 'could', 'make', 'preliminary', 'decision', 'started', 'applicaiton', 'immediately', 'sent', 'highly', 'personal', 'paperwork', 'requested', 'days', 'later', 'emailed', 'saying', 'everything', 'looks', 'good', 'need', 'sure', 'never', 'emailed', 'called', 'notified', 'via', 'mental', 'telepathy', 'emailed', 'requesting', 'update', 'nothing', 'arghhh', 'waste', 'time', 'company', 'couldnt', 'help', 'biggie', 'tell', 'getting', 'update', 'folks', 'really', 'makes', 'paranoid', 'shared', 'financial', 'info', 'note', 'lending_tree', 'drop', 'company', 'note', 'applicants', 'plenty', 'good', 'companies', 'steer_clear', 'one', 'read']",0.10769230769230768,Positive,"['professional', 'highly', 'good', 'sure', 'really', 'good']","['complicated', 'mental', 'waste']",0
159,North American Savings Bank,"['worked', 'with', 'kory', 'and', 'carla', 'nasb', 'they', 'were', 'superb', 'team', 'and', 'provided', 'excellent', 'responsive', 'and', 'knowledgeable', 'service', 'throughout', 'the', 'entire', 'process', 'ours', 'was', 'complicated', 'process', 'with', 'refinance', 'and', 'loan', 'and', 'they', 'hung', 'there', 'with', 'the', 'entire', 'time', 'was', 'great', 'experience', 'working', 'with', 'both', 'them', 'highly', 'recommend', 'them', 'and', 'will', 'use', 'them', 'the', 'future', 'for', 'all', 'mortgage', 'needs', 'read', 'more']",5,"['worked', 'kory', 'carla', 'nasb', 'superb', 'team', 'provided', 'excellent', 'responsive', 'knowledgeable', 'service', 'throughout', 'entire_process', 'complicated', 'process', 'refinance', 'loan', 'hung', 'entire', 'time', 'great', 'experience_working', 'highly_recommend', 'future', 'mortgage', 'needs', 'read']",0.3833333333333333,Positive,"['superb', 'excellent', 'great']",['complicated'],1
160,North American Savings Bank,"['kory', 'was', 'far', 'the', 'best', 'loan', 'officer', 'have', 'ever', 'worked', 'with', 'were', 'dealing', 'with', 'complicated', 'refinance', 'and', 'purchase', 'two', 'different', 'properties', 'and', 'was', 'cool', 'calm', 'professional', 'and', 'extremely', 'knowledgeable', 'throughout', 'the', 'entire', 'process', 'wouldnt', 'use', 'anyone', 'else', 'moving', 'forward', 'his', 'level', 'integrity', 'and', 'responsiveness', 'second', 'none', 'thanks', 'for', 'everything', 'kory', 'read', 'more']",5,"['kory', 'far', 'best', 'loan_officer', 'ever', 'worked', 'dealing', 'complicated', 'refinance', 'purchase', 'two', 'different', 'properties', 'cool', 'calm', 'professional', 'extremely', 'knowledgeable', 'throughout', 'entire_process', 'wouldnt', 'anyone_else', 'moving', 'forward', 'level', 'integrity', 'responsiveness', 'second_none', 'thanks', 'everything', 'kory', 'read']",0.15833333333333333,Positive,"['far', 'best', 'cool', 'calm', 'professional', 'thanks']","['complicated', 'extremely']",1
161,North American Savings Bank,"['expert', 'loan', 'officer', 'well', 'versed', 'and', 'the', 'financial', 'impacts', 'loan', 'component', 'changes', 'the', 'best', 'have', 'worked', 'with', 'across', 'home', 'buyingselling', 'deals', 'now', 'advocated', 'for', 'the', 'real', 'estate', 'broker', 'the', 'state', 'due', 'his', 'ability', 'close', 'complicated', 'and', 'high', 'pressure', 'deals', 'she', 'places', 'him', 'the', 'top', 'the', 'list', 'after', 'years', 'the', 'business', 'professionally', 'and', 'patiently', 'answers', 'detailed', 'questions', 'and', 'can', 'rally', 'the', 'expanded', 'nasb', 'team', 'also', 'stellar', 'support', 'your', 'needs', 'handled', 'complicated', 'loan', 'that', 'seemed', 'change', 'every', 'week', 'while', 'tried', 'buy', 'antebellum', 'home', 'tough', 'comps', 'during', 'retirement', 'from', 'the', 'military', 'tough', 'income', 'verification', 'with', 'five', 'families', 'all', 'swapping', 'homes', 'tons', 'contingencies', 'everything', 'along', 'the', 'way', 'mattered', 'and', 'aaron', 'and', 'the', 'nasb', 'team', 'got', 'done', 'even', 'weekends', 'and', 'closed', 'time', 'with', 'the', 'best', 'interest', 'rate', 'the', 'market', 'and', 'added', 'origination', 'fees', 'look', 'not', 'pass', 'opportunity', 'work', 'with', 'him', 'read', 'more']",5,"['expert', 'loan_officer', 'well', 'versed', 'financial', 'impacts', 'loan', 'component', 'changes', 'best', 'worked', 'across', 'home', 'buyingselling', 'deals', 'advocated', 'real', 'estate', 'broker', 'state', 'due', 'ability', 'close', 'complicated', 'high', 'pressure', 'deals', 'places', 'top', 'list', 'years', 'business', 'professionally', 'patiently', 'answers', 'detailed', 'questions', 'rally', 'expanded', 'nasb_team', 'also', 'stellar', 'support', 'needs', 'handled', 'complicated', 'loan', 'seemed', 'change', 'every', 'week', 'tried', 'buy', 'antebellum_home', 'tough', 'comps', 'retirement', 'military', 'tough', 'income', 'verification', 'five', 'families', 'swapping', 'homes', 'tons', 'contingencies', 'everything', 'along', 'way', 'mattered', 'aaron', 'nasb_team', 'got_done', 'even', 'weekends', 'closed_time', 'best', 'interest_rate', 'market', 'added', 'origination', 'fees', 'look', 'pass', 'opportunity', 'work', 'read']",0.10714814814814815,Positive,"['best', 'real', 'high', 'top', 'professionally', 'detailed', 'stellar', 'best']","['due', 'complicated', 'complicated', 'tough', 'military', 'tough']",1
162,North American Savings Bank,"['the', 'nasb', 'team', 'went', 'above', 'and', 'beyond', 'for', 'and', 'family', 'and', 'closed', 'important', 'home', 'loan', 'time', 'despite', 'many', 'changes', 'military', 'retirement', 'and', 'very', 'challenging', 'antebellum', 'home', 'that', 'required', 'the', 'entire', 'nasb', 'team', 'pull', 'out', 'all', 'the', 'stops', 'know', 'the', 'rules', 'and', 'regulations', 'and', 'guide', 'through', 'tough', 'process', 'truly', 'believe', 'would', 'not', 'have', 'closed', 'time', 'with', 'different', 'team', 'will', 'only', 'recommend', 'nasb', 'for', 'home', 'loansespecially', 'complicate', 'loans', 'read', 'more']",5,"['nasb_team', 'went', 'beyond', 'family', 'closed', 'important', 'home', 'loan', 'time', 'despite', 'many', 'changes', 'military', 'retirement', 'challenging', 'antebellum_home', 'required', 'entire', 'nasb_team', 'pull', 'stops', 'know', 'rules', 'regulations', 'guide', 'tough', 'process', 'truly', 'believe', 'closed_time', 'different', 'team', 'recommend', 'nasb', 'home', 'loansespecially', 'complicate', 'loans', 'read']",0.10138888888888892,Positive,"['important', 'many', 'challenging']","['closed', 'military', 'tough']",1
163,North American Savings Bank,"['dallas', 'goodlet', 'and', 'his', 'entire', 'team', 'are', 'deserving', 'special', 'thank', 'you', 'was', 'professional', 'they', 'come', 'and', 'closed', 'our', 'loan', 'days', 'were', 'with', 'another', 'competitor', 'originally', 'and', 'called', 'saving', 'thousands', 'over', 'our', 'current', 'lender', 'was', 'real', 'pleasure', 'getting', 'work', 'with', 'this', 'institution', 'and', 'class', 'act', 'like', 'dallas', 'great', 'job']",5,"['dallas_goodlet', 'entire', 'team', 'deserving', 'special', 'thank', 'professional', 'come', 'closed', 'loan', 'days', 'another', 'competitor', 'originally', 'called', 'saving', 'thousands', 'current', 'lender', 'real', 'pleasure', 'getting', 'work', 'institution', 'class', 'act', 'like', 'dallas', 'great_job']",0.19151785714285716,Positive,"['deserving', 'special', 'professional', 'originally', 'real']",['closed'],1
164,North American Savings Bank,"['comments', 'begin', 'wife', 'and', 'were', 'the', 'point', 'signing', 'completion', 'with', 'the', 'leader', 'online', 'home', 'mortgage', 'service', 'were', 'not', 'satisfied', 'with', 'the', 'origination', 'cost', 'applied', 'lending', 'tree', 'for', 'competitive', 'bids', 'several', 'lender', 'matched', 'slightly', 'beat', 'nasb', 'but', 'none', 'were', 'convincing', 'closing', 'time', 'chose', 'nasb', 'because', 'dallas', 'goodlet', 'believability', 'the', 'closing', 'the', 'sales', 'loan', 'service', 'and', 'application', 'process', 'was', 'competitive', 'assuring', 'professional', 'timely', 'supportive', 'and', 'truthful', 'dallas', 'goodlet', 'brent', 'custer', 'and', 'the', 'whole', 'nasb', 'team', 'delivered', 'the', 'mortgage', 'time', 'and', 'the', 'price', 'promised', 'are', 'completely', 'satisfied', 'and', 'appreciative', 'the', 'staff', 'product', 'and', 'service', 'your', 'company', 'kudos', 'all', 'read', 'more']",5,"['comments', 'begin', 'wife', 'point', 'signing', 'completion', 'leader', 'online', 'home', 'mortgage', 'service', 'satisfied', 'origination', 'cost', 'applied', 'lending_tree', 'competitive', 'bids', 'several', 'lender', 'matched', 'slightly', 'beat', 'nasb', 'none', 'convincing', 'closing', 'time', 'chose', 'nasb', 'dallas_goodlet', 'believability', 'closing', 'sales', 'loan', 'service', 'application', 'process', 'competitive', 'assuring', 'professional', 'timely', 'supportive', 'truthful', 'dallas_goodlet', 'brent', 'custer', 'whole', 'nasb_team', 'delivered', 'mortgage', 'time', 'price', 'promised', 'completely', 'satisfied', 'appreciative', 'staff', 'product', 'service', 'company', 'kudos', 'read']",0.32333333333333336,Positive,"['satisfied', 'convincing', 'professional', 'supportive', 'truthful', 'whole', 'completely', 'satisfied', 'appreciative']",['slightly'],1
165,North American Savings Bank,"['working', 'with', 'jon', 'was', 'such', 'amazing', 'experience', 'from', 'the', 'start', 'offered', 'answers', 'any', 'questions', 'had', 'since', 'after', 'all', 'this', 'was', 'our', 'first', 'home', 'purchase', 'jon', 'was', 'always', 'phone', 'call', 'away', 'ready', 'help', 'where', 'needed', 'made', 'the', 'stringent', 'home', 'buying', 'process', 'easy', 'possible', 'would', 'definitely', 'recommend', 'any', 'potential', 'buyers', 'work', 'with', 'jon', 'know', 'for', 'myself', 'will', 'calling', 'him', 'ever', 'decide', 'buy', 'another', 'housethanks', 'jon', 'read', 'more']",5,"['working', 'jon', 'amazing', 'experience', 'start', 'offered', 'answers', 'questions', 'since', 'first_home', 'purchase', 'jon', 'always', 'phone_call', 'away', 'ready', 'help', 'needed', 'made', 'stringent', 'home_buying', 'process', 'easy', 'possible', 'definitely_recommend', 'potential', 'buyers', 'work', 'jon', 'know', 'calling', 'ever', 'decide', 'buy', 'another', 'housethanks', 'jon', 'read']",0.24666666666666667,Positive,"['amazing', 'ready', 'easy']",[],1
166,North American Savings Bank,"['nasb', 'was', 'amazing', 'work', 'with', 'the', 'preapproval', 'process', 'was', 'easy', 'and', 'informational', 'chose', 'our', 'home', 'and', 'closed', 'within', 'days', 'our', 'agreement', 'date', 'thanks', 'nasb', 'for', 'making', 'our', 'first', 'home', 'purchase', 'amazing', 'experience']",5,"['nasb', 'amazing', 'work', 'preapproval', 'process', 'easy', 'informational', 'chose', 'home', 'closed', 'within', 'days', 'agreement', 'date', 'thanks', 'nasb', 'making', 'first_home', 'purchase', 'amazing', 'experience']",0.34666666666666673,Positive,"['amazing', 'easy', 'thanks', 'amazing']",['closed'],1
167,North American Savings Bank,"['jon', 'barrett', 'was', 'great', 'asset', 'husband', 'and', 'made', 'our', 'mortgage', 'loan', 'process', 'extremely', 'simple', 'and', 'quick', 'jon', 'was', 'knowledgeable', 'helpful', 'patient', 'and', 'accurate', 'would', 'suggest', 'anyone', 'shopping', 'for', 'mortgage', 'loan', 'give', 'jon', 'call']",5,"['jon_barrett', 'great', 'asset', 'husband', 'made', 'mortgage', 'loan', 'process', 'extremely', 'simple', 'quick', 'jon', 'knowledgeable', 'helpful', 'patient', 'accurate', 'suggest', 'anyone', 'shopping', 'mortgage', 'loan', 'give', 'jon', 'call']",0.38333333333333336,Positive,"['great', 'quick', 'accurate']",['extremely'],1
168,North American Savings Bank,"['jon', 'barrett', 'was', 'great', 'asset', 'husband', 'and', 'made', 'our', 'mortgage', 'loan', 'process', 'extremely', 'simple', 'and', 'quick', 'jon', 'was', 'knowledgeable', 'helpful', 'patient', 'and', 'accurate', 'will', 'passing', 'jons', 'name', 'along', 'anyone', 'looking', 'for', 'mortgage', 'loan']",5,"['jon_barrett', 'great', 'asset', 'husband', 'made', 'mortgage', 'loan', 'process', 'extremely', 'simple', 'quick', 'jon', 'knowledgeable', 'helpful', 'patient', 'accurate', 'passing', 'jons', 'name', 'along', 'anyone_looking', 'mortgage', 'loan']",0.38333333333333336,Positive,"['great', 'quick', 'accurate']",['extremely'],1
169,North American Savings Bank,"['cant', 'express', 'how', 'incredibly', 'awesome', 'our', 'experience', 'was', 'with', 'working', 'with', 'bryant', 'small', 'nasb', 'military', 'family', 'have', 'purchased', 'refinanced', 'many', 'homes', 'and', 'this', 'was', 'far', 'the', 'best', 'experience', 'have', 'ever', 'had', 'bryant', 'makes', 'easy', 'and', 'took', 'the', 'time', 'discuss', 'the', 'best', 'options', 'for', 'ive', 'never', 'met', 'bryant', 'but', 'you', 'cant', 'mistake', 'authenticity', 'and', 'knew', 'instantly', 'and', 'nasb', 'were', 'who', 'were', 'going', 'with', 'read', 'more']",5,"['cant', 'express', 'incredibly', 'awesome', 'experience_working', 'bryant', 'small', 'nasb', 'military', 'family', 'purchased', 'refinanced', 'many', 'homes', 'far', 'best', 'experience', 'ever', 'bryant', 'makes', 'easy', 'took', 'time', 'discuss', 'best', 'options', 'ive', 'never', 'met', 'bryant', 'cant', 'mistake', 'authenticity', 'knew', 'instantly', 'nasb', 'going', 'read']",0.40925925925925927,Positive,"['incredibly', 'awesome', 'many', 'far', 'best', 'easy', 'best']","['small', 'military']",1
170,North American Savings Bank,"['best', 'loan', 'officer', 'could', 'have', 'hoped', 'for', 'jeff', 'exceeded', 'expectations', 'worked', 'very', 'hard', 'get', 'the', 'best', 'rate', 'possible', 'highly', 'recommended']",5,"['best', 'loan_officer', 'could', 'hoped', 'jeff', 'exceeded_expectations', 'worked_hard', 'get', 'best_rate', 'possible', 'highly_recommended']",0.5,Positive,['best'],[],1
171,North American Savings Bank,"['adam', 'was', 'great', 'work', 'with', 'during', 'our', 'refi', 'his', 'attention', 'detail', 'made', 'this', 'smooth', 'and', 'easy', 'transaction', 'has', 'been', 'several', 'years', 'since', 'weve', 'gone', 'thru', 'the', 'home', 'loan', 'process', 'and', 'were', 'unsure', 'where', 'start', 'after', 'talking', 'with', 'adam', 'were', 'confident', 'was', 'the', 'one', 'help', 'with', 'our', 'refi', 'was', 'professional', 'helpful', 'very', 'knowledgeable', 'about', 'the', 'loan', 'process', 'and', 'answered', 'all', 'our', 'questions', 'timely', 'manner', 'would', 'highly', 'recommend', 'adam', 'and', 'would', 'not', 'hesitate', 'work', 'with', 'him', 'again', 'read', 'more']",5,"['adam', 'great_work', 'refi', 'attention', 'detail', 'made', 'smooth', 'easy', 'transaction', 'several', 'years', 'since', 'weve', 'gone', 'thru', 'home', 'loan', 'process', 'unsure', 'start', 'talking', 'adam', 'confident', 'one', 'help', 'refi', 'professional', 'helpful', 'knowledgeable', 'loan', 'process', 'answered', 'questions', 'timely_manner', 'highly_recommend', 'adam', 'hesitate', 'work', 'read']",0.28666666666666674,Positive,"['smooth', 'easy', 'confident', 'professional']",[],1
172,North American Savings Bank,"['great', 'website', 'knowledgeable', 'responsive', 'and', 'always', 'got', 'back', 'quickly', 'with', 'answers', 'our', 'questions', 'mortgage', 'process', 'can', 'very', 'tedious', 'and', 'they', 'made', 'easy']",5,"['great', 'website', 'knowledgeable', 'responsive', 'always', 'got', 'back', 'quickly', 'answers', 'questions', 'mortgage', 'process', 'tedious', 'made', 'easy']",0.21333333333333332,Positive,"['great', 'quickly', 'easy']",['tedious'],1
173,North American Savings Bank,"['received', 'offers', 'from', 'multiple', 'banks', 'after', 'our', 'lending', 'tree', 'request', 'for', 'mortgage', 'alex', 'madewell', 'from', 'nasb', 'was', 'far', 'the', 'best', 'offer', 'made', 'the', 'entire', 'process', 'easy', 'and', 'was', 'very', 'knowledgeable', 'the', 'closing', 'this', 'home', 'was', 'seamless', 'surprises', 'would', 'definitely', 'recommend', 'alex', 'madewell', 'and', 'nasb', 'anyone', 'looking', 'for', 'mortgage']",5,"['received', 'offers', 'multiple', 'banks', 'lending_tree', 'request', 'mortgage', 'alex_madewell', 'nasb', 'far', 'best', 'offer', 'made', 'entire_process', 'easy', 'knowledgeable', 'closing', 'home', 'seamless', 'surprises', 'definitely_recommend', 'alex_madewell', 'nasb', 'anyone_looking', 'mortgage']",0.2888888888888889,Positive,"['offers', 'far', 'best', 'easy', 'seamless']",[],1
174,North American Savings Bank,"['rob', 'was', 'very', 'helpful', 'getting', 'this', 'loan', 'closed', 'few', 'issues', 'our', 'end', 'didnt', 'know', 'about', 'but', 'was', 'still', 'able', 'get', 'done', 'time']",5,"['rob', 'helpful', 'getting', 'loan', 'closed', 'issues', 'end', 'didnt', 'know', 'still', 'able', 'get', 'done', 'time']",0.2,Positive,['able'],['closed'],1
175,North American Savings Bank,"['peter', 'and', 'his', 'team', 'were', 'great', 'work', 'with', 'they', 'were', 'professional', 'and', 'prompt', 'with', 'their', 'responses', 'they', 'answered', 'all', 'questions', 'and', 'somehow', 'got', 'closing', 'time', 'despite', 'various', 'roadblocks', 'encountered']",5,"['peter', 'team', 'great_work', 'professional', 'prompt', 'responses', 'answered', 'questions', 'somehow', 'got', 'closing', 'time', 'despite', 'various', 'roadblocks', 'encountered']",0.05,Neutral,['professional'],[],1
176,North American Savings Bank,"['adam', 'came', 'highly', 'recommended', 'and', 'from', 'the', 'first', 'time', 'spoke', 'with', 'him', 'was', 'clear', 'why', 'was', 'friendly', 'professional', 'knowledgeable', 'and', 'worked', 'hard', 'ensure', 'were', 'taken', 'care', 'all', 'aspects', 'beyond', 'the', 'necessary', 'effective', 'communication', 'skills', 'brought', 'personal', 'touch', 'after', 'closed', 'sending', 'hand', 'written', 'note', 'congratulations', 'will', 'recommend', 'him', 'everyone', 'know', 'buying', 'house', 'read', 'more']",5,"['adam', 'came', 'highly_recommended', 'first_time', 'spoke', 'clear', 'friendly', 'professional', 'knowledgeable', 'worked_hard', 'ensure', 'taken_care', 'aspects', 'beyond', 'necessary', 'effective', 'communication', 'skills', 'brought', 'personal', 'touch', 'closed', 'sending', 'hand', 'written', 'note', 'congratulations', 'recommend', 'everyone_know', 'buying_house', 'read']",0.15357142857142855,Positive,"['clear', 'friendly', 'professional', 'effective']",['closed'],1
177,North American Savings Bank,"['real', 'stand', 'guy', 'from', 'the', 'beginning', 'barrett', 'alievatied', 'any', 'uncertainties', 'faced', 'with', 'buying', 'our', 'first', 'home', 'this', 'guidance', 'and', 'expertise', 'was', 'certainly', 'what', 'first', 'time', 'homebuyer', 'would', 'hope', 'for', 'from', 'beginning', 'the', 'very', 'end', 'stood', 'and', 'walked', 'through', 'the', 'entire', 'process', 'even', 'down', 'the', 'wire', 'closing', 'barrett', 'stepped', 'and', 'saved', 'thousands', 'identifying', 'errounous', 'mistake', 'the', 'contract', 'when', 'buy', 'again', 'ill', 'call', 'jon', 'thank', 'you', 'jon', 'barrett', 'certainly', 'enjoyed', 'working', 'with', 'you', 'read', 'more']",5,"['real', 'stand', 'guy', 'beginning', 'barrett', 'alievatied', 'uncertainties', 'faced', 'buying', 'first_home', 'guidance', 'expertise', 'certainly', 'first_time', 'homebuyer', 'hope', 'beginning_end', 'stood', 'walked', 'entire_process', 'even', 'wire', 'closing', 'barrett', 'stepped', 'saved', 'thousands', 'identifying', 'errounous', 'mistake', 'contract', 'buy', 'ill', 'call', 'jon', 'thank', 'jon_barrett', 'certainly', 'enjoyed', 'working', 'read']",0.10357142857142856,Positive,"['real', 'certainly', 'certainly', 'enjoyed']",['ill'],1
178,North American Savings Bank,"['had', 'the', 'pleasure', 'working', 'with', 'barrett', 'from', 'nasb', 'and', 'couldnt', 'more', 'please', 'from', 'the', 'very', 'beginning', 'barrett', 'guided', 'our', 'journey', 'with', 'the', 'upmost', 'courtesy', 'and', 'respect', 'even', 'while', 'closing', 'barrett', 'once', 'again', 'came', 'the', 'rescue', 'helping', 'save', 'even', 'more', 'money', 'big', 'thanks', 'barrett', 'and', 'the', 'team', 'nasb', 'when', 'buy', 'again', 'know', 'who', 'ill', 'call']",5,"['pleasure_working', 'barrett', 'nasb', 'couldnt', 'please', 'beginning', 'barrett', 'guided', 'journey', 'upmost', 'courtesy', 'respect', 'even', 'closing', 'barrett', 'came', 'rescue', 'helping', 'save', 'even', 'money', 'big', 'thanks', 'barrett', 'team', 'nasb', 'buy', 'know', 'ill', 'call']",-0.09999999999999999,Negative,['thanks'],['ill'],1
179,North American Savings Bank,"['first', 'time', 'homebuyer', 'was', 'walking', 'blindly', 'bryant', 'became', 'guide', 'recall', 'telling', 'him', 'dont', 'speak', 'mortgage', 'and', 'that', 'was', 'problem', 'all', 'bryant', 'was', 'kind', 'understanding', 'and', 'genuinely', 'cared', 'throughout', 'the', 'entire', 'process', 'from', 'online', 'application', 'the', 'day', 'became', 'homeowners', 'was', 'very', 'prompt', 'and', 'always', 'gave', 'clear', 'explanations', 'what', 'was', 'happening', 'next', 'steps', 'and', 'what', 'path', 'would', 'best', 'interest', 'even', 'when', 'there', 'were', 'bumps', 'the', 'road', 'was', 'there', 'smooth', 'them', 'out', 'would', 'recommend', 'bryant', 'anyone', 'seeking', 'financial', 'wisdom', 'their', 'process', 'read', 'more']",5,"['first_time', 'homebuyer', 'walking', 'blindly', 'bryant', 'became', 'guide', 'recall', 'telling', 'dont', 'speak', 'mortgage', 'problem', 'bryant', 'kind', 'understanding', 'genuinely', 'cared', 'throughout', 'entire_process', 'online', 'application', 'day', 'became', 'homeowners', 'prompt', 'always', 'gave', 'clear', 'explanations', 'happening', 'next', 'steps', 'path', 'best_interest', 'even', 'bumps', 'road', 'smooth', 'recommend', 'bryant', 'anyone', 'seeking', 'financial', 'wisdom', 'process', 'read']",0.14285714285714285,Positive,"['kind', 'genuinely', 'clear', 'smooth']",['blindly'],1
180,North American Savings Bank,"['they', 'got', 'the', 'best', 'deal', 'they', 'price', 'matched', 'and', 'did', 'even', 'better', 'fortunate', 'got', 'work', 'with', 'them']",5,"['got', 'best', 'deal', 'price', 'matched', 'even', 'better', 'fortunate', 'got', 'work']",0.6333333333333333,Positive,"['best', 'better', 'fortunate']",[],1
181,North American Savings Bank,"['alex', 'was', 'persistent', 'diligent', 'and', 'thorough', 'was', 'easy', 'work', 'with', 'and', 'got', 'excellent', 'rate', 'home', 'next', 'time', 'buy', 'ill', 'absoltely', 'work', 'with', 'him']",5,"['alex', 'persistent', 'diligent', 'thorough', 'easy', 'work', 'got', 'excellent', 'rate', 'home', 'next', 'time', 'buy', 'ill', 'absoltely', 'work']",0.23333333333333334,Positive,"['easy', 'excellent']",['ill'],1
182,North American Savings Bank,"['wife', 'and', 'have', 'purchased', 'several', 'homes', 'over', 'the', 'years', 'and', 'have', 'worked', 'with', 'number', 'different', 'mortgage', 'companies', 'our', 'experience', 'with', 'jeremy', 'and', 'brent', 'custer', 'has', 'been', 'far', 'the', 'best', 'have', 'ever', 'experienced', 'are', 'ever', 'the', 'market', 'again', 'will', 'definitely', 'back', 'and', 'will', 'recommend', 'nasb', 'anyone', 'know', 'who', 'looking', 'for', 'mortgage']",5,"['wife', 'purchased', 'several', 'homes', 'years', 'worked', 'number', 'different', 'mortgage', 'companies', 'experience', 'jeremy', 'brent', 'custer', 'far', 'best', 'ever', 'experienced', 'ever', 'market', 'definitely', 'back', 'recommend', 'nasb', 'anyone', 'know', 'looking', 'mortgage']",0.3166666666666667,Positive,"['far', 'best', 'experienced']",[],1
